unique_id,ds,LGBMRegressor
sobradinho_ii,2024-03-02,2
sobradinho_ii,2024-03-03,2
sobradinho_ii,2024-03-04,3
sobradinho_ii,2024-03-05,3
sobradinho_ii,2024-03-06,3
sobradinho_ii,2024-03-07,3
sobradinho_ii,2024-03-08,3
sobradinho_ii,2024-03-09,2
sobradinho_ii,2024-03-10,2
sobradinho_ii,2024-03-11,3
sobradinho_ii,2024-03-12,3
sobradinho_ii,2024-03-13,3
sobradinho_ii,2024-03-14,3
sobradinho_ii,2024-03-15,3
sobradinho_ii,2024-03-16,2
sobradinho_ii,2024-03-17,2
sobradinho_ii,2024-03-18,3
sobradinho_ii,2024-03-19,3
sudoeste_octogonal,2024-02-19,8
sudoeste_octogonal,2024-02-20,8
sudoeste_octogonal,2024-02-21,10
sudoeste_octogonal,2024-02-22,9
sudoeste_octogonal,2024-02-23,10
sudoeste_octogonal,2024-02-24,8
sudoeste_octogonal,2024-02-25,7
sudoeste_octogonal,2024-02-26,10
sudoeste_octogonal,2024-02-27,10
sudoeste_octogonal,2024-02-28,10
sudoeste_octogonal,2024-02-29,9
sudoeste_octogonal,2024-03-01,10
sudoeste_octogonal,2024-03-02,9
sudoeste_octogonal,2024-03-03,7
sudoeste_octogonal,2024-03-04,12
sudoeste_octogonal,2024-03-05,10
sudoeste_octogonal,2024-03-06,10
sudoeste_octogonal,2024-03-07,10
sudoeste_octogonal,2024-03-08,10
sudoeste_octogonal,2024-03-09,9
sudoeste_octogonal,2024-03-10,8
sudoeste_octogonal,2024-03-11,12
sudoeste_octogonal,2024-03-12,10
sudoeste_octogonal,2024-03-13,10
sudoeste_octogonal,2024-03-14,10
sudoeste_octogonal,2024-03-15,10
sudoeste_octogonal,2024-03-16,9
sudoeste_octogonal,2024-03-17,8
sudoeste_octogonal,2024-03-18,11
sudoeste_octogonal,2024-03-19,11
taguatinga,2024-02-19,18
taguatinga,2024-02-20,18
taguatinga,2024-02-21,19
taguatinga,2024-02-22,16
taguatinga,2024-02-23,16
taguatinga,2024-02-24,13
taguatinga,2024-02-25,12
taguatinga,2024-02-26,19
taguatinga,2024-02-27,18
taguatinga,2024-02-28,17
taguatinga,2024-02-29,16
taguatinga,2024-03-01,18
taguatinga,2024-03-02,15
taguatinga,2024-03-03,13
taguatinga,2024-03-04,18
taguatinga,2024-03-05,18
taguatinga,2024-03-06,17
taguatinga,2024-03-07,17
taguatinga,2024-03-08,17
taguatinga,2024-03-09,14
taguatinga,2024-03-10,12
taguatinga,2024-03-11,17
taguatinga,2024-03-12,17
taguatinga,2024-03-13,16
taguatinga,2024-03-14,15
taguatinga,2024-03-15,17
taguatinga,2024-03-16,13
taguatinga,2024-03-17,12
taguatinga,2024-03-18,17
taguatinga,2024-03-19,17
varjao,2024-02-15,1
varjao,2024-02-16,1
varjao,2024-02-17,1
varjao,2024-02-18,1
varjao,2024-02-19,2
varjao,2024-02-20,2
varjao,2024-02-21,2
varjao,2024-02-22,2
varjao,2024-02-23,2
varjao,2024-02-24,1
varjao,2024-02-25,1
varjao,2024-02-26,2
varjao,2024-02-27,2
varjao,2024-02-28,2
varjao,2024-02-29,2
varjao,2024-03-01,2
varjao,2024-03-02,1
varjao,2024-03-03,1
varjao,2024-03-04,3
varjao,2024-03-05,2
varjao,2024-03-06,2
varjao,2024-03-07,2
varjao,2024-03-08,2
varjao,2024-03-09,2
varjao,2024-03-10,1
varjao,2024-03-11,3
varjao,2024-03-12,3
varjao,2024-03-13,2
varjao,2024-03-14,3
varjao,2024-03-15,3
vicente_pires,2024-02-18,3
vicente_pires,2024-02-19,5
vicente_pires,2024-02-20,5
vicente_pires,2024-02-21,7
vicente_pires,2024-02-22,6
vicente_pires,2024-02-23,6
vicente_pires,2024-02-24,5
vicente_pires,2024-02-25,4
vicente_pires,2024-02-26,7
vicente_pires,2024-02-27,6
vicente_pires,2024-02-28,6
vicente_pires,2024-02-29,6
vicente_pires,2024-03-01,6
vicente_pires,2024-03-02,6
vicente_pires,2024-03-03,5
vicente_pires,2024-03-04,7
vicente_pires,2024-03-05,7
vicente_pires,2024-03-06,6
vicente_pires,2024-03-07,6
vicente_pires,2024-03-08,6
vicente_pires,2024-03-09,6
vicente_pires,2024-03-10,5
vicente_pires,2024-03-11,8
vicente_pires,2024-03-12,8
vicente_pires,2024-03-13,7
vicente_pires,2024-03-14,7
vicente_pires,2024-03-15,7
vicente_pires,2024-03-16,7
vicente_pires,2024-03-17,6
vicente_pires,2024-03-18,9
