unique_id,ds,XGBRegressor,y
candangolandia,2023-12-18,1.7498288,0.0
candangolandia,2023-12-19,1.5847856,0.0
candangolandia,2023-12-20,1.6136596,0.0
candangolandia,2023-12-21,1.4722873,0.0
candangolandia,2023-12-22,1.510673,0.0
candangolandia,2023-12-23,1.4218675,0.0
candangolandia,2023-12-24,1.3583099,0.0
candangolandia,2023-12-25,1.7498288,0.0
candangolandia,2023-12-26,1.5566142,0.0
candangolandia,2023-12-27,1.6136596,0.0
candangolandia,2023-12-28,1.4722873,0.0
candangolandia,2023-12-29,1.5428941,0.0
candangolandia,2023-12-30,1.4218675,1.0
candangolandia,2023-12-31,1.3162233,0.0
candangolandia,2024-01-01,2.1758068,0.0
candangolandia,2024-01-02,1.9977106,0.0
candangolandia,2024-01-03,1.7664777,0.0
candangolandia,2024-01-04,1.5334828,1.0
candangolandia,2024-01-05,2.0096533,0.0
candangolandia,2024-01-06,1.9508405,0.0
candangolandia,2024-01-07,1.7585869,0.0
candangolandia,2024-01-08,2.3853848,0.0
candangolandia,2024-01-09,1.9407411,1.0
candangolandia,2024-01-10,1.8562863,0.0
candangolandia,2024-01-11,1.5731847,0.0
candangolandia,2024-01-12,2.0086315,0.0
candangolandia,2024-01-13,1.9508405,0.0
candangolandia,2024-01-14,1.7316688,1.0
candangolandia,2024-01-15,2.3299243,0.0
candangolandia,2024-01-16,1.9407411,0.0
candangolandia,2024-01-17,1.8830758,0.0
candangolandia,2024-01-18,1.5731847,0.0
candangolandia,2024-01-19,2.0354245,1.0
candangolandia,2024-01-20,1.9508405,1.0
candangolandia,2024-01-21,1.7721096,0.0
candangolandia,2024-01-22,2.1777837,0.0
candangolandia,2024-01-23,2.09741,2.0
candangolandia,2024-01-24,1.8905084,0.0
candangolandia,2024-01-25,1.5731847,0.0
candangolandia,2024-01-26,1.9817631,0.0
candangolandia,2024-01-27,1.8428401,1.0
candangolandia,2024-01-28,1.7721096,1.0
candangolandia,2024-01-29,2.1777837,0.0
candangolandia,2024-01-30,1.9132006,0.0
candangolandia,2024-01-31,1.80618,0.0
candangolandia,2024-02-01,1.5195451,1.0
candangolandia,2024-02-02,1.9651151,0.0
candangolandia,2024-02-03,1.7513266,1.0
candangolandia,2024-02-04,1.6083691,0.0
candangolandia,2024-02-05,2.0081923,1.0
candangolandia,2024-02-06,1.8917763,1.0
candangolandia,2024-02-07,1.7367425,3.0
candangolandia,2024-02-08,1.5037473,3.0
ceilandia,2023-12-18,2.0416393,1.0
ceilandia,2023-12-19,2.1012127,1.0
ceilandia,2023-12-20,1.8732859,5.0
ceilandia,2023-12-21,1.5836871,0.0
ceilandia,2023-12-22,1.7021109,1.0
ceilandia,2023-12-23,1.4638138,2.0
ceilandia,2023-12-24,1.4540612,1.0
ceilandia,2023-12-25,2.1426666,1.0
ceilandia,2023-12-26,1.897686,1.0
ceilandia,2023-12-27,1.7698478,0.0
ceilandia,2023-12-28,1.6306792,1.0
ceilandia,2023-12-29,1.7360618,1.0
ceilandia,2023-12-30,1.5750521,2.0
ceilandia,2023-12-31,1.476236,0.0
ceilandia,2024-01-01,2.4618645,2.0
ceilandia,2024-01-02,2.0816123,3.0
ceilandia,2024-01-03,1.9774586,3.0
ceilandia,2024-01-04,1.6294503,7.0
ceilandia,2024-01-05,2.0916882,3.0
ceilandia,2024-01-06,1.9770606,2.0
ceilandia,2024-01-07,1.7535623,4.0
ceilandia,2024-01-08,2.4813669,4.0
ceilandia,2024-01-09,1.9990797,3.0
ceilandia,2024-01-10,1.8830758,4.0
ceilandia,2024-01-11,1.6776407,0.0
ceilandia,2024-01-12,2.0598984,2.0
ceilandia,2024-01-13,2.0319815,2.0
ceilandia,2024-01-14,1.8682846,3.0
ceilandia,2024-01-15,2.6015875,5.0
ceilandia,2024-01-16,2.3209352,4.0
ceilandia,2024-01-17,2.2587514,2.0
ceilandia,2024-01-18,1.9276466,5.0
ceilandia,2024-01-19,2.2834516,4.0
ceilandia,2024-01-20,2.0508614,1.0
ceilandia,2024-01-21,2.0492015,0.0
ceilandia,2024-01-22,2.726741,3.0
ceilandia,2024-01-23,2.2601986,10.0
ceilandia,2024-01-24,2.1657221,5.0
ceilandia,2024-01-25,2.0260835,7.0
ceilandia,2024-01-26,3.5060625,4.0
ceilandia,2024-01-27,3.090958,5.0
ceilandia,2024-01-28,3.1127117,1.0
ceilandia,2024-01-29,4.2028174,5.0
ceilandia,2024-01-30,4.017074,5.0
ceilandia,2024-01-31,4.118969,11.0
ceilandia,2024-02-01,3.214662,6.0
ceilandia,2024-02-02,4.1097326,9.0
ceilandia,2024-02-03,3.7288022,13.0
ceilandia,2024-02-04,3.2224445,9.0
ceilandia,2024-02-05,4.9335227,14.0
ceilandia,2024-02-06,4.4604173,21.0
ceilandia,2024-02-07,3.8449602,15.0
ceilandia,2024-02-08,3.4179277,9.0
ceilandia,2024-02-09,4.277158,14.0
ceilandia,2024-02-10,3.8521855,12.0
ceilandia,2024-02-11,3.3933783,12.0
ceilandia,2024-02-12,5.103232,15.0
ceilandia,2024-02-13,4.331024,7.0
ceilandia,2024-02-14,3.6923916,23.0
ceilandia,2024-02-15,3.3258815,16.0
ceilandia,2024-02-16,4.299097,19.0
ceilandia,2024-02-17,3.917725,9.0
ceilandia,2024-02-18,3.4217029,1.0
cruzeiro,2023-12-15,1.5819143,0.0
cruzeiro,2023-12-16,1.3640684,0.0
cruzeiro,2023-12-17,1.2736274,0.0
cruzeiro,2023-12-18,1.9802345,0.0
cruzeiro,2023-12-19,1.6577337,1.0
cruzeiro,2023-12-20,1.6078882,0.0
cruzeiro,2023-12-21,1.5045085,1.0
cruzeiro,2023-12-22,1.510673,0.0
cruzeiro,2023-12-23,1.3987588,0.0
cruzeiro,2023-12-24,1.3042003,0.0
cruzeiro,2023-12-25,1.8211877,0.0
cruzeiro,2023-12-26,1.6044698,0.0
cruzeiro,2023-12-27,1.6136596,0.0
cruzeiro,2023-12-28,1.5045085,1.0
cruzeiro,2023-12-29,1.538636,0.0
cruzeiro,2023-12-30,1.4608952,0.0
cruzeiro,2023-12-31,1.3583099,0.0
cruzeiro,2024-01-01,2.1938365,2.0
cruzeiro,2024-01-02,2.0577078,0.0
cruzeiro,2024-01-03,1.9267646,0.0
cruzeiro,2024-01-04,1.6373699,2.0
cruzeiro,2024-01-05,2.0916882,0.0
cruzeiro,2024-01-06,2.0294015,0.0
cruzeiro,2024-01-07,1.8413665,0.0
cruzeiro,2024-01-08,2.1777837,0.0
cruzeiro,2024-01-09,1.9853227,0.0
cruzeiro,2024-01-10,1.8830758,2.0
cruzeiro,2024-01-11,1.6531674,2.0
cruzeiro,2024-01-12,2.0086315,1.0
cruzeiro,2024-01-13,1.8357482,0.0
cruzeiro,2024-01-14,1.7585869,3.0
cruzeiro,2024-01-15,2.3299243,1.0
cruzeiro,2024-01-16,2.09741,2.0
cruzeiro,2024-01-17,1.9664669,3.0
cruzeiro,2024-01-18,1.5731847,1.0
cruzeiro,2024-01-19,1.9817631,2.0
cruzeiro,2024-01-20,1.8428401,3.0
cruzeiro,2024-01-21,1.7721096,1.0
cruzeiro,2024-01-22,2.1777837,1.0
cruzeiro,2024-01-23,1.9132006,1.0
cruzeiro,2024-01-24,1.80618,2.0
cruzeiro,2024-01-25,1.5731847,3.0
cruzeiro,2024-01-26,2.0493548,1.0
cruzeiro,2024-01-27,1.9508405,1.0
cruzeiro,2024-01-28,1.7721096,0.0
cruzeiro,2024-01-29,2.3299243,2.0
cruzeiro,2024-01-30,1.9407411,0.0
cruzeiro,2024-01-31,1.8830758,0.0
cruzeiro,2024-02-01,1.5195451,2.0
cruzeiro,2024-02-02,1.9629984,1.0
cruzeiro,2024-02-03,1.7513266,3.0
cruzeiro,2024-02-04,1.6083691,1.0
cruzeiro,2024-02-05,2.0081923,2.0
cruzeiro,2024-02-06,1.8917763,3.0
cruzeiro,2024-02-07,1.7367425,7.0
cruzeiro,2024-02-08,1.5037473,4.0
cruzeiro,2024-02-09,1.9493176,2.0
cruzeiro,2024-02-10,1.7513266,1.0
cruzeiro,2024-02-11,1.6083691,1.0
cruzeiro,2024-02-12,2.0081923,3.0
cruzeiro,2024-02-13,1.8917763,3.0
cruzeiro,2024-02-14,1.7367425,2.0
cruzeiro,2024-02-15,1.5037473,7.0
fercal,2023-11-20,1.8580282,0.0
fercal,2023-11-21,1.6335056,0.0
fercal,2023-11-22,1.6379802,0.0
fercal,2023-11-23,1.6383102,0.0
fercal,2023-11-24,1.6882863,0.0
fercal,2023-11-25,1.7055591,0.0
fercal,2023-11-26,1.6352943,0.0
fercal,2023-11-27,2.113504,0.0
fercal,2023-11-28,2.0777295,0.0
fercal,2023-11-29,1.9202257,0.0
fercal,2023-11-30,1.7997441,0.0
fercal,2023-12-01,1.6678791,0.0
fercal,2023-12-02,1.5171736,0.0
fercal,2023-12-03,1.4724671,0.0
fercal,2023-12-04,2.0656505,0.0
fercal,2023-12-05,1.8498303,0.0
fercal,2023-12-06,1.7708662,0.0
fercal,2023-12-07,1.6306792,0.0
fercal,2023-12-08,1.671938,0.0
fercal,2023-12-09,1.5176185,0.0
fercal,2023-12-10,1.4540612,0.0
fercal,2023-12-11,2.041746,0.0
fercal,2023-12-12,1.8278142,0.0
fercal,2023-12-13,1.7469615,0.0
fercal,2023-12-14,1.6055892,0.0
fercal,2023-12-15,1.6439745,0.0
fercal,2023-12-16,1.5176185,0.0
fercal,2023-12-17,1.4540612,0.0
fercal,2023-12-18,2.041746,0.0
fercal,2023-12-19,1.7996426,0.0
fercal,2023-12-20,1.7469615,0.0
fercal,2023-12-21,1.6055892,0.0
fercal,2023-12-22,1.6439745,0.0
fercal,2023-12-23,1.5176185,0.0
fercal,2023-12-24,1.4540612,0.0
fercal,2023-12-25,2.041746,0.0
fercal,2023-12-26,1.7996426,0.0
fercal,2023-12-27,1.7469615,0.0
fercal,2023-12-28,1.6055892,0.0
fercal,2023-12-29,1.6439745,0.0
fercal,2023-12-30,1.5176185,0.0
fercal,2023-12-31,1.4540612,0.0
fercal,2024-01-01,2.0907352,0.0
fercal,2024-01-02,1.9010401,0.0
fercal,2024-01-03,1.7664777,0.0
fercal,2024-01-04,1.5334828,0.0
fercal,2024-01-05,2.0096533,0.0
fercal,2024-01-06,1.9508405,0.0
fercal,2024-01-07,1.7721096,0.0
fercal,2024-01-08,2.1777837,0.0
fercal,2024-01-09,1.9407411,0.0
fercal,2024-01-10,1.80618,0.0
fercal,2024-01-11,1.5731847,0.0
fercal,2024-01-12,1.9817631,0.0
fercal,2024-01-13,1.8428401,0.0
fercal,2024-01-14,1.7721096,0.0
fercal,2024-01-15,2.3299243,0.0
fercal,2024-01-16,2.09741,0.0
fercal,2024-01-17,1.8905084,0.0
fercal,2024-01-18,1.5731847,0.0
fercal,2024-01-19,2.0493548,0.0
fercal,2024-01-20,1.9508405,0.0
fercal,2024-01-21,1.7721096,0.0
gama,2023-12-18,1.8561431,1.0
gama,2023-12-19,1.6485201,6.0
gama,2023-12-20,1.6801153,0.0
gama,2023-12-21,1.7147331,0.0
gama,2023-12-22,1.4836609,0.0
gama,2023-12-23,1.4030167,2.0
gama,2023-12-24,1.3583099,0.0
gama,2023-12-25,2.108157,0.0
gama,2023-12-26,1.846754,1.0
gama,2023-12-27,1.714907,0.0
gama,2023-12-28,1.6055892,0.0
gama,2023-12-29,1.6439745,0.0
gama,2023-12-30,1.5566462,0.0
gama,2023-12-31,1.4119748,0.0
gama,2024-01-01,2.2428763,0.0
gama,2024-01-02,1.9249432,1.0
gama,2024-01-03,1.82061,0.0
gama,2024-01-04,1.6641594,2.0
gama,2024-01-05,2.1135821,0.0
gama,2024-01-06,2.0181444,0.0
gama,2024-01-07,1.8559552,0.0
gama,2024-01-08,2.1777837,1.0
gama,2024-01-09,2.0462222,2.0
gama,2024-01-10,1.9932572,0.0
gama,2024-01-11,1.5731847,3.0
gama,2024-01-12,2.0086315,0.0
gama,2024-01-13,1.8357482,0.0
gama,2024-01-14,1.7580899,1.0
gama,2024-01-15,2.1777837,2.0
gama,2024-01-16,1.9765128,0.0
gama,2024-01-17,1.80618,2.0
gama,2024-01-18,1.6799569,1.0
gama,2024-01-19,2.0086315,3.0
gama,2024-01-20,1.9043902,1.0
gama,2024-01-21,1.7585869,1.0
gama,2024-01-22,2.3299243,6.0
gama,2024-01-23,1.9407411,3.0
gama,2024-01-24,1.8830758,7.0
gama,2024-01-25,1.6531674,3.0
gama,2024-01-26,1.9817631,2.0
gama,2024-01-27,1.8428401,4.0
gama,2024-01-28,1.7721096,2.0
gama,2024-01-29,2.1777837,5.0
gama,2024-01-30,1.9407411,5.0
gama,2024-01-31,1.80618,3.0
gama,2024-02-01,1.5550209,3.0
gama,2024-02-02,1.9651151,6.0
gama,2024-02-03,1.7513266,5.0
gama,2024-02-04,1.6083691,5.0
gama,2024-02-05,2.0081923,14.0
gama,2024-02-06,1.8917763,17.0
gama,2024-02-07,1.7367425,6.0
gama,2024-02-08,1.5037473,10.0
gama,2024-02-09,1.9493176,8.0
gama,2024-02-10,1.7513266,6.0
gama,2024-02-11,1.6083691,6.0
gama,2024-02-12,2.0369673,12.0
gama,2024-02-13,1.8917763,6.0
gama,2024-02-14,1.7367425,11.0
gama,2024-02-15,1.5037473,16.0
gama,2024-02-16,1.9493176,7.0
gama,2024-02-17,1.7513266,8.0
gama,2024-02-18,1.6083691,3.0
guara,2023-12-18,3.2270968,2.0
guara,2023-12-19,2.993894,5.0
guara,2023-12-20,2.8948796,2.0
guara,2023-12-21,2.6514416,1.0
guara,2023-12-22,2.897803,1.0
guara,2023-12-23,2.400518,1.0
guara,2023-12-24,2.0637648,2.0
guara,2023-12-25,3.4500592,2.0
guara,2023-12-26,2.9109569,2.0
guara,2023-12-27,2.8001938,1.0
guara,2023-12-28,2.6532795,4.0
guara,2023-12-29,2.7608788,1.0
guara,2023-12-30,2.4760773,0.0
guara,2023-12-31,2.178097,4.0
guara,2024-01-01,3.7489412,1.0
guara,2024-01-02,3.6108215,5.0
guara,2024-01-03,3.7685156,4.0
guara,2024-01-04,3.472905,1.0
guara,2024-01-05,4.357087,1.0
guara,2024-01-06,3.9898255,2.0
guara,2024-01-07,3.5328615,1.0
guara,2024-01-08,4.783795,5.0
guara,2024-01-09,4.088254,4.0
guara,2024-01-10,3.6760807,5.0
guara,2024-01-11,3.5222416,3.0
guara,2024-01-12,4.172047,5.0
guara,2024-01-13,3.904537,2.0
guara,2024-01-14,3.7176762,0.0
guara,2024-01-15,5.006943,0.0
guara,2024-01-16,4.3368745,7.0
guara,2024-01-17,3.6241121,4.0
guara,2024-01-18,3.5090194,7.0
guara,2024-01-19,4.1132264,6.0
guara,2024-01-20,4.040496,6.0
guara,2024-01-21,3.6111603,2.0
guara,2024-01-22,4.751953,7.0
guara,2024-01-23,4.2865024,6.0
guara,2024-01-24,3.6760807,6.0
guara,2024-01-25,3.5701578,1.0
guara,2024-01-26,4.08038,4.0
guara,2024-01-27,3.9138741,4.0
guara,2024-01-28,3.6789806,7.0
guara,2024-01-29,5.057331,8.0
guara,2024-01-30,4.3824377,8.0
guara,2024-01-31,3.611757,5.0
guara,2024-02-01,3.3046556,11.0
guara,2024-02-02,4.3081927,11.0
guara,2024-02-03,3.9285057,9.0
guara,2024-02-04,3.4217029,7.0
guara,2024-02-05,4.754737,11.0
guara,2024-02-06,4.4604173,14.0
guara,2024-02-07,3.7138882,11.0
guara,2024-02-08,3.3967018,23.0
guara,2024-02-09,4.2339406,19.0
guara,2024-02-10,3.8809137,16.0
guara,2024-02-11,3.4352512,7.0
guara,2024-02-12,5.1628623,7.0
guara,2024-02-13,4.2975874,12.0
guara,2024-02-14,3.6137345,34.0
guara,2024-02-15,3.3046556,23.0
guara,2024-02-16,4.25588,28.0
guara,2024-02-17,3.9464533,26.0
guara,2024-02-18,3.4495187,7.0
itapoa,2023-12-11,1.6684458,0.0
itapoa,2023-12-12,1.4046263,0.0
itapoa,2023-12-13,1.4859846,0.0
itapoa,2023-12-14,1.3446126,0.0
itapoa,2023-12-15,1.3784263,0.0
itapoa,2023-12-16,1.3871771,0.0
itapoa,2023-12-17,1.327737,0.0
itapoa,2023-12-18,1.7103312,0.0
itapoa,2023-12-19,1.6181655,0.0
itapoa,2023-12-20,1.6136596,0.0
itapoa,2023-12-21,1.5045085,0.0
itapoa,2023-12-22,1.510673,0.0
itapoa,2023-12-23,1.4218675,0.0
itapoa,2023-12-24,1.3042003,0.0
itapoa,2023-12-25,1.8211877,0.0
itapoa,2023-12-26,1.5847856,0.0
itapoa,2023-12-27,1.6083829,0.0
itapoa,2023-12-28,1.5002505,0.0
itapoa,2023-12-29,1.510673,0.0
itapoa,2023-12-30,1.3987588,0.0
itapoa,2023-12-31,1.3162233,0.0
itapoa,2024-01-01,2.1938365,0.0
itapoa,2024-01-02,1.9010401,0.0
itapoa,2024-01-03,1.7664777,0.0
itapoa,2024-01-04,1.640255,0.0
itapoa,2024-01-05,2.0096533,0.0
itapoa,2024-01-06,2.0181444,0.0
itapoa,2024-01-07,1.8413665,0.0
itapoa,2024-01-08,2.1777837,0.0
itapoa,2024-01-09,1.9407411,0.0
itapoa,2024-01-10,1.80618,0.0
itapoa,2024-01-11,1.5731847,0.0
itapoa,2024-01-12,1.9817631,1.0
itapoa,2024-01-13,1.7531544,0.0
itapoa,2024-01-14,1.7721096,1.0
itapoa,2024-01-15,2.3299243,0.0
itapoa,2024-01-16,1.9407411,0.0
itapoa,2024-01-17,1.8830758,0.0
itapoa,2024-01-18,1.5731847,0.0
itapoa,2024-01-19,2.0493548,0.0
itapoa,2024-01-20,2.0181444,1.0
itapoa,2024-01-21,1.8682846,0.0
itapoa,2024-01-22,2.1777837,0.0
itapoa,2024-01-23,1.9407411,0.0
itapoa,2024-01-24,1.80618,1.0
itapoa,2024-01-25,1.5731847,0.0
itapoa,2024-01-26,1.9817631,0.0
itapoa,2024-01-27,1.7531544,1.0
itapoa,2024-01-28,1.7721096,2.0
itapoa,2024-01-29,2.1777837,0.0
itapoa,2024-01-30,1.9407411,0.0
itapoa,2024-01-31,1.80618,0.0
itapoa,2024-02-01,1.5195451,0.0
itapoa,2024-02-02,1.9493176,1.0
itapoa,2024-02-03,1.7513266,0.0
itapoa,2024-02-04,1.6083691,0.0
itapoa,2024-02-05,2.0081923,1.0
itapoa,2024-02-06,1.8917763,1.0
itapoa,2024-02-07,1.7367425,0.0
itapoa,2024-02-08,1.5037473,0.0
itapoa,2024-02-09,1.9493176,0.0
itapoa,2024-02-10,1.7513266,4.0
itapoa,2024-02-11,1.6083691,1.0
